image_path,ground_truth,prediction,nsfw_prob,config,dataset
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=bJWs4Lp)(mh=xR0tcr1l8RZnC3rF)b3748611-595c-43c9-8adc-a97ce8939e89.jpg,UNSAFE,UNSAFE,0.935643196105957,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=0KUigjCqxFSm8AzK)11.jpg,UNSAFE,UNSAFE,0.9798975586891174,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=3LwbGE2kM00tFfs4)10.jpg,UNSAFE,UNSAFE,0.96651291847229,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=4DJsFskn1AVJLsnC)4.jpg,UNSAFE,UNSAFE,0.8123241066932678,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=51lybDJIQ3rOCtXs)16.jpg,UNSAFE,UNSAFE,0.9967032074928284,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=5q8D8XserzTGstkH)13.jpg,UNSAFE,UNSAFE,0.9862992167472839,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=8JMR3s9f5AVJveKd)12.jpg,UNSAFE,UNSAFE,0.7964984178543091,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=8sS4sJBh7dzyDYnb)2.jpg,UNSAFE,UNSAFE,0.9839016795158386,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Hua2GAxETyGyYpCn)9.jpg,UNSAFE,UNSAFE,0.9371059536933899,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Kc7QGm6-t2CfIUQX)5.jpg,UNSAFE,UNSAFE,0.8843644261360168,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Wik_F3KSBHjWZogd)15.jpg,UNSAFE,UNSAFE,0.9105096459388733,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=XJ8TriVp5uPMWIgs)12.jpg,UNSAFE,UNSAFE,0.9901337027549744,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=aOM3d5spO-uxoJaa)16.jpg,UNSAFE,UNSAFE,0.9151767492294312,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=l_IvRLwFwGcrZHic)9.jpg,UNSAFE,UNSAFE,0.7785279750823975,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=mG2o3AmAuLz6bqbN)11.jpg,UNSAFE,UNSAFE,0.7796283960342407,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=mxaLjvVTN1FgQDcT)2.jpg,UNSAFE,UNSAFE,0.9834907054901123,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=uiCqM1jdDYIM3YXi)8.jpg,UNSAFE,UNSAFE,0.9368208646774292,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=vaEWMpgc-jlJCiH1)9.jpg,UNSAFE,UNSAFE,0.9854159951210022,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=wpgABUnyX0ZY3osx)13.jpg,UNSAFE,UNSAFE,0.9330848455429077,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaAaGwObaaaa)(mh=v7ZJ0ms_5vkrhrhI)14.jpg,UNSAFE,UNSAFE,0.9890004396438599,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaAaGwObaaamqv)(mh=Wlxcq-oA__RJczxz)5.jpg,UNSAFE,UNSAFE,0.9769493937492371,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=1qNTZ_W-m6wZ2lQW)14.jpg,UNSAFE,UNSAFE,0.94594806432724,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=56j_WFjO_z_QNbkx)8.jpg,UNSAFE,UNSAFE,0.9781382083892822,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=6vLzfEzXlcAd6uaZ)10.jpg,UNSAFE,UNSAFE,0.9732105731964111,reflection_only,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=I-fCUFV9roBgoFJI)12.jpg,UNSAFE,SAFE,0.46402814984321594,reflection_only,second_life
