image_path,ground_truth,prediction,nsfw_prob,config,dataset
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=bJWs4Lp)(mh=xR0tcr1l8RZnC3rF)b3748611-595c-43c9-8adc-a97ce8939e89.jpg,UNSAFE,UNSAFE,0.9580059051513672,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=0KUigjCqxFSm8AzK)11.jpg,UNSAFE,UNSAFE,0.9798975586891174,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=3LwbGE2kM00tFfs4)10.jpg,UNSAFE,UNSAFE,0.96651291847229,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=4DJsFskn1AVJLsnC)4.jpg,UNSAFE,UNSAFE,0.8123241066932678,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=51lybDJIQ3rOCtXs)16.jpg,UNSAFE,UNSAFE,0.965103030204773,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=5q8D8XserzTGstkH)13.jpg,UNSAFE,UNSAFE,0.9153464436531067,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=8JMR3s9f5AVJveKd)12.jpg,UNSAFE,UNSAFE,0.7964984178543091,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=8sS4sJBh7dzyDYnb)2.jpg,UNSAFE,UNSAFE,0.9839016795158386,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Hua2GAxETyGyYpCn)9.jpg,UNSAFE,UNSAFE,0.9371059536933899,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Kc7QGm6-t2CfIUQX)5.jpg,UNSAFE,UNSAFE,0.8843644261360168,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=Wik_F3KSBHjWZogd)15.jpg,UNSAFE,UNSAFE,0.9105096459388733,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=XJ8TriVp5uPMWIgs)12.jpg,UNSAFE,UNSAFE,0.9853463172912598,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=aOM3d5spO-uxoJaa)16.jpg,UNSAFE,UNSAFE,0.9151767492294312,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=l_IvRLwFwGcrZHic)9.jpg,UNSAFE,UNSAFE,0.7785279750823975,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=mG2o3AmAuLz6bqbN)11.jpg,UNSAFE,UNSAFE,0.5664031505584717,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=mxaLjvVTN1FgQDcT)2.jpg,UNSAFE,UNSAFE,0.9834907054901123,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=uiCqM1jdDYIM3YXi)8.jpg,UNSAFE,UNSAFE,0.9368208646774292,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=vaEWMpgc-jlJCiH1)9.jpg,UNSAFE,UNSAFE,0.9854159951210022,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eGNdHgaaaa)(mh=wpgABUnyX0ZY3osx)13.jpg,UNSAFE,UNSAFE,0.9330848455429077,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaAaGwObaaaa)(mh=v7ZJ0ms_5vkrhrhI)14.jpg,UNSAFE,UNSAFE,0.9890004396438599,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaAaGwObaaamqv)(mh=Wlxcq-oA__RJczxz)5.jpg,UNSAFE,UNSAFE,0.9769493937492371,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=1qNTZ_W-m6wZ2lQW)14.jpg,UNSAFE,UNSAFE,0.94594806432724,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=56j_WFjO_z_QNbkx)8.jpg,UNSAFE,UNSAFE,0.9180102944374084,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=6vLzfEzXlcAd6uaZ)10.jpg,UNSAFE,UNSAFE,0.9732105731964111,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=I-fCUFV9roBgoFJI)12.jpg,UNSAFE,UNSAFE,0.5567705035209656,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eaSaaTbaAaaaa)(mh=w1SM8-n5l2Paxmnz)7.jpg,UNSAFE,UNSAFE,0.9604637622833252,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eafTGgaaaWavb)(mh=F1OVGY6cM1bfhU2o)5.jpg,UNSAFE,UNSAFE,0.9863280653953552,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eafTGgaaaa)(mh=LuOEz5B09ZwExwgS)13.jpg,UNSAFE,UNSAFE,0.987703800201416,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eafTGgaaaa)(mh=RKwDYBfX4rRuIPO6)2.jpg,UNSAFE,UNSAFE,0.8662049770355225,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eafTGgaaaa)(mh=bldLmfErpVMw_HlJ)4.jpg,UNSAFE,UNSAFE,0.8833399415016174,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=eafTGgaaaa)(mh=qiszNNiK-_50OcuT)1.jpg,UNSAFE,UNSAFE,0.9612923264503479,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/(m=q_MP50ZbeqglHgaaaa)(mh=esa0gNYLa0YC17yP)0.jpg,UNSAFE,UNSAFE,0.9898170232772827,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/0.png,UNSAFE,UNSAFE,0.9551552534103394,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/050df1a62a0f77b60dd40cb7daa0b768.27.jpg,UNSAFE,UNSAFE,0.9985040426254272,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1.jpg,UNSAFE,UNSAFE,0.9811012744903564,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/10spuuo_jx5edp4uc0ga1.jpg,UNSAFE,UNSAFE,0.964773952960968,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/10spuuo_jxj5cpprc0ga1.jpg,UNSAFE,UNSAFE,0.9635511636734009,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1280x720.6.jpg,UNSAFE,UNSAFE,0.9701252579689026,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15j6yic_138bawz7ycgb1.png,UNSAFE,UNSAFE,0.9379948377609253,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15j6yic_kyczhoq8ycgb1.png,UNSAFE,UNSAFE,0.897139310836792,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15j6yic_xleb9tq8ycgb1.png,UNSAFE,UNSAFE,0.9113214015960693,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15rpotq_144t9zfzb9ib1.jpg,UNSAFE,SAFE,0.4390365183353424,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15rpotq_1s8fc7hzb9ib1.jpg,UNSAFE,UNSAFE,0.8324725031852722,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15rpotq_3899rgizb9ib1.jpg,UNSAFE,UNSAFE,0.869898796081543,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/15rpotq_3fx482czb9ib1.jpg,UNSAFE,SAFE,0.10663244128227234,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1c2islp_mlgcd0ieu3uc1.jpg,UNSAFE,UNSAFE,0.8636334538459778,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1c2islp_rl3nx2zdu3uc1.jpg,UNSAFE,UNSAFE,0.9712666869163513,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1c2islp_xgomi4xdu3uc1.jpg,UNSAFE,UNSAFE,0.8056588172912598,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1hn0b0p_2h2j6x5cv99e1.jpg,UNSAFE,UNSAFE,0.8777471780776978,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i33knf_au15mzvx5gde1.jpg,UNSAFE,UNSAFE,0.9400151968002319,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_de6s9zmrjnde1.jpg,UNSAFE,UNSAFE,0.9491418600082397,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_jrp8ozasjnde1.jpg,UNSAFE,UNSAFE,0.9670873880386353,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_ltprednsjnde1.jpg,UNSAFE,UNSAFE,0.8167689442634583,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_m249ebdsjnde1.jpg,UNSAFE,UNSAFE,0.8936188817024231,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_mjsti7yrjnde1.jpg,UNSAFE,UNSAFE,0.891975998878479,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_o8wthp0sjnde1.jpg,UNSAFE,UNSAFE,0.9444840550422668,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_orz13jirjnde1.jpg,UNSAFE,UNSAFE,0.9643083214759827,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_q9sa1r5sjnde1.jpg,UNSAFE,UNSAFE,0.9423868060112,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_t7vpoghsjnde1.jpg,UNSAFE,UNSAFE,0.84666508436203,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_tagchosrjnde1.jpg,UNSAFE,UNSAFE,0.9692092537879944,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1i3vxof_ufjfqrpsjnde1.jpg,UNSAFE,UNSAFE,0.7592564225196838,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1j1tdug_0hu1u95zoame1.jpg,UNSAFE,UNSAFE,0.627635657787323,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1j1tdug_0iokw7tyoame1.png,UNSAFE,UNSAFE,0.8409329652786255,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1j1tdug_9x4yu0wzoame1.jpg,UNSAFE,UNSAFE,0.8368651866912842,baseline,second_life
/Users/ahooker/Documents/Dissertation/virtushield/final-datasets/sl-dataset/unsafe-final/1j1y5i8_0jfnyvseobme1.png,UNSAFE,UNSAFE,0.9113214015960693,baseline,second_life
